,weedrec,weedprec,weedscore
0,0.0196078431372549,1.0,0.955310583114624
1,0.0392156862745098,1.0,0.9494642615318298
2,0.058823529411764705,1.0,0.9452500343322754
3,0.0784313725490196,1.0,0.943570077419281
4,0.09803921568627451,1.0,0.9404035806655884
5,0.11764705882352941,1.0,0.9371755719184875
6,0.13725490196078433,1.0,0.9229305386543274
7,0.1568627450980392,1.0,0.922378659248352
8,0.17647058823529413,1.0,0.9197568893432617
9,0.19607843137254902,1.0,0.9169749617576599
10,0.21568627450980393,1.0,0.9097563624382019
11,0.23529411764705882,1.0,0.9053106904029846
12,0.2549019607843137,1.0,0.8873183131217957
13,0.27450980392156865,1.0,0.8695325255393982
14,0.29411764705882354,1.0,0.8662295937538147
15,0.3137254901960784,1.0,0.865553617477417
16,0.3333333333333333,1.0,0.8557655811309814
17,0.35294117647058826,1.0,0.8551265001296997
18,0.35294117647058826,0.9473684210526315,0.8450639843940735
19,0.37254901960784315,0.95,0.838360607624054
20,0.39215686274509803,0.9523809523809523,0.8356871008872986
21,0.4117647058823529,0.9545454545454546,0.8309223055839539
22,0.4117647058823529,0.9130434782608695,0.8276927471160889
23,0.43137254901960786,0.9166666666666666,0.8175255060195923
24,0.45098039215686275,0.92,0.8158610463142395
25,0.47058823529411764,0.9230769230769231,0.8048210740089417
26,0.49019607843137253,0.9259259259259259,0.7986022233963013
27,0.5098039215686274,0.9285714285714286,0.7968019843101501
28,0.5294117647058824,0.9310344827586207,0.7924970388412476
29,0.5490196078431373,0.9333333333333333,0.7905800938606262
30,0.5686274509803921,0.9354838709677419,0.7710039019584656
31,0.5882352941176471,0.9375,0.7688059210777283
32,0.6078431372549019,0.9393939393939394,0.7501006126403809
33,0.6078431372549019,0.9117647058823529,0.734474778175354
34,0.6274509803921569,0.9142857142857143,0.7248827219009399
35,0.6470588235294118,0.9166666666666666,0.7218956351280212
36,0.6666666666666666,0.918918918918919,0.7166681885719299
37,0.6666666666666666,0.8947368421052632,0.7148022651672363
38,0.6862745098039216,0.8974358974358975,0.690683126449585
39,0.6862745098039216,0.875,0.6896483302116394
40,0.7058823529411765,0.8780487804878049,0.6672640442848206
41,0.7254901960784313,0.8809523809523809,0.666260302066803
42,0.7450980392156863,0.8837209302325582,0.6516339778900146
43,0.7647058823529411,0.8863636363636364,0.6472420692443848
44,0.7647058823529411,0.8666666666666667,0.6081141829490662
45,0.7647058823529411,0.8478260869565217,0.5862032771110535
46,0.7647058823529411,0.8297872340425532,0.5835678577423096
47,0.7647058823529411,0.8125,0.5809634327888489
48,0.7647058823529411,0.7959183673469388,0.5679368376731873
49,0.7843137254901961,0.8,0.5656989812850952
50,0.803921568627451,0.803921568627451,0.5524520874023438
51,0.8235294117647058,0.8076923076923077,0.5481641888618469
52,0.8431372549019608,0.8113207547169812,0.535179078578949
53,0.8627450980392157,0.8148148148148148,0.5276791453361511
54,0.8823529411764706,0.8181818181818182,0.5197718739509583
55,0.8823529411764706,0.8035714285714286,0.5145651698112488
56,0.8823529411764706,0.7894736842105263,0.49396032094955444
57,0.8823529411764706,0.7758620689655172,0.48292383551597595
58,0.9019607843137255,0.7796610169491526,0.47036194801330566
59,0.9215686274509803,0.7833333333333333,0.4204502999782562
60,0.9215686274509803,0.7704918032786885,0.41948097944259644
61,0.9411764705882353,0.7741935483870968,0.4190845787525177
62,0.9411764705882353,0.7619047619047619,0.4025721549987793
63,0.9607843137254902,0.765625,0.3923344612121582
64,0.9607843137254902,0.7538461538461538,0.35446736216545105
65,0.9607843137254902,0.7424242424242424,0.3418000340461731
66,0.9803921568627451,0.746268656716418,0.33183753490448
67,0.9803921568627451,0.7352941176470589,0.3312385678291321
68,0.9803921568627451,0.7246376811594203,0.3308672308921814
69,0.9803921568627451,0.7142857142857143,0.32676443457603455
70,0.9803921568627451,0.704225352112676,0.32674118876457214
71,0.9803921568627451,0.6944444444444444,0.32267263531684875
72,0.9803921568627451,0.684931506849315,0.31824880838394165
73,0.9803921568627451,0.6756756756756757,0.30543363094329834
74,1.0,0.68,0.2729518711566925
75,1.0,0.6710526315789473,0.27226510643959045
76,1.0,0.6623376623376623,0.2711849510669708
77,1.0,0.6538461538461539,0.27110755443573
78,1.0,0.6455696202531646,0.26309722661972046
79,1.0,0.6375,0.2593625783920288
80,1.0,0.6296296296296297,0.2563289999961853
81,1.0,0.6219512195121951,0.25443610548973083
82,1.0,0.6144578313253012,0.2539316415786743
83,1.0,0.6071428571428571,0.24677346646785736
84,1.0,0.6,0.24400852620601654
85,1.0,0.5930232558139535,0.24328723549842834
86,1.0,0.5862068965517241,0.2144075483083725
87,1.0,0.5795454545454546,0.2089398205280304
88,1.0,0.5730337078651685,0.20634719729423523
89,1.0,0.5666666666666667,0.19671255350112915
90,1.0,0.5604395604395604,0.19551222026348114
91,1.0,0.5543478260869565,0.19211910665035248
92,1.0,0.5483870967741935,0.19099362194538116
93,1.0,0.5425531914893617,0.18000711500644684
94,1.0,0.5368421052631579,0.1786630004644394
95,1.0,0.53125,0.17563816905021667
96,1.0,0.5257731958762887,0.17492559552192688
97,1.0,0.5204081632653061,0.170016348361969
98,1.0,0.5151515151515151,0.1643584668636322
99,1.0,0.51,0.163381427526474
100,1.0,0.504950495049505,0.1631423681974411
101,1.0,0.5,0.1615070104598999
102,1.0,0.49514563106796117,0.15475969016551971
103,1.0,0.49038461538461536,0.1508457511663437
104,1.0,0.4857142857142857,0.14984075725078583
105,1.0,0.4811320754716981,0.14728336036205292
106,1.0,0.4766355140186916,0.14722853899002075
107,1.0,0.4722222222222222,0.14617829024791718
108,1.0,0.46788990825688076,0.14384515583515167
109,1.0,0.4636363636363636,0.1384398341178894
110,1.0,0.4594594594594595,0.13636089861392975
111,1.0,0.45535714285714285,0.13502393662929535
112,1.0,0.45132743362831856,0.13484926521778107
113,1.0,0.4473684210526316,0.13428212702274323
114,1.0,0.4434782608695652,0.1324988156557083
115,1.0,0.4396551724137931,0.1319827437400818
116,1.0,0.4358974358974359,0.13131530582904816
117,1.0,0.4322033898305085,0.13039514422416687
118,1.0,0.42857142857142855,0.1301363706588745
119,1.0,0.425,0.12830330431461334
120,1.0,0.4214876033057851,0.1253776252269745
121,1.0,0.4180327868852459,0.12408377230167389
122,1.0,0.4146341463414634,0.1235174685716629
123,1.0,0.4112903225806452,0.12280506640672684
124,1.0,0.408,0.12217901647090912
125,1.0,0.40476190476190477,0.12192352861166
126,1.0,0.4015748031496063,0.12126816809177399
127,1.0,0.3984375,0.12088814377784729
128,1.0,0.3953488372093023,0.12041229009628296
129,1.0,0.3923076923076923,0.1194295883178711
130,1.0,0.3893129770992366,0.11792619526386261
131,1.0,0.38636363636363635,0.11450203508138657
132,1.0,0.38345864661654133,0.11384900659322739
133,1.0,0.3805970149253731,0.11242962628602982
134,1.0,0.37777777777777777,0.11210541427135468
135,1.0,0.375,0.11053203046321869
136,1.0,0.3722627737226277,0.10601704567670822
137,1.0,0.3695652173913043,0.10587563365697861
